RELEASE_NAME	ARCHITECTURE_NAME	EXTERNAL_TAG
CMSSW_4_4_X_2011-10-08-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-08-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_4_0_patch2	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_0_patch2	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_0_patch2	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-06-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-06-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-06-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-06-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-06-0200	slc5_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-06-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-06-1400	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-06-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-06-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-06-1400	slc5_amd64_gcc461	V00-19-02
CMSSW_4_4_X_2011-10-10-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-10-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-10-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_2011-10-10-2200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-11-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-11-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-11-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-11-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-01-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-01-1400	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-01-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-01-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-01-1400	slc5_amd64_gcc461	V00-19-02
CMSSW_4_2_X_ONLINE_2011-10-03-1600	slc5_amd64_gcc434	V00-16-05-04
CMSSW_5_0_X_2011-10-05-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-05-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-05-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-05-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-05-0200	slc5_amd64_gcc461	V00-19-02
CMSSW_4_4_X_2011-10-05-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-05-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-05-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-05-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-05-1400	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-05-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-05-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-05-1400	slc5_amd64_gcc461	V00-19-02
CMSSW_4_4_X_2011-10-05-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-05-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-05-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_2011-10-05-2200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-05-2200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-05-2200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_ONLINE_2011-10-06-1600	slc5_amd64_gcc434	V00-16-05-04
CMSSW_5_0_X_2011-10-07-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-07-1400	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-07-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-07-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-07-1400	slc5_amd64_gcc461	V00-19-02
CMSSW_4_2_X_ONLINE_2011-10-07-1600	slc5_amd64_gcc434	V00-16-05-04
CMSSW_5_0_X_2011-10-09-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-09-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-09-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-03-1000	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-03-1000	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-03-1000	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-04-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-04-1400	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-04-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-04-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-04-1400	slc5_amd64_gcc461	V00-19-02
CMSSW_4_2_X_ONLINE_2011-10-04-1600	slc5_amd64_gcc434	V00-16-05-04
CMSSW_4_4_X_2011-10-06-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-06-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-06-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_4_X_2011-10-08-1700	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-08-1700	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-08-1700	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_4_0_patch3	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_0_patch3	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_0_patch3	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_2011-10-07-2200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-07-2200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-07-2200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-08-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-08-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-08-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-08-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-08-0200	slc5_amd64_gcc461	V00-19-02
CMSSW_4_2_X_2011-10-08-2200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-08-2200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-08-2200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-09-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-09-0200	slc5_amd64_gcc461	V00-19-02
CMSSW_4_2_X_2011-10-09-2200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_8_patch5	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_8_patch5	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_8_patch5	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-02-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-02-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-02-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-02-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-02-0200	slc5_amd64_gcc461	V00-19-02
CMSSW_4_4_X_2011-10-02-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-02-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-02-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_ONLINE_2011-10-03-0400	slc5_amd64_gcc434	V00-16-05-04
CMSSW_5_0_X_2011-10-04-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-04-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-04-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-04-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-04-0200	slc5_amd64_gcc461	V00-19-02
CMSSW_4_4_X_2011-10-04-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-04-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-04-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_8_patch6	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_8_patch6	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_8_patch6	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_2011-10-08-1000	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-08-1000	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-09-1000	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-09-1000	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-09-1000	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_4_X_2011-10-09-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-09-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-08-1000	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_4_X_2011-10-09-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_2011-10-09-2200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-09-2200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-10-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-10-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_4_4_X_2011-10-01-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-01-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-01-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_ONLINE_2011-10-01-0400	slc5_amd64_gcc434	V00-16-05-04
CMSSW_4_2_X_2011-10-02-2200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-02-2200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-02-2200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_4_0_patch1	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_0_patch1	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_0_patch1	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-03-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_X_2011-10-03-0200	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-03-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_X_2011-10-03-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_X_2011-10-03-0200	slc5_amd64_gcc461	V00-19-02
CMSSW_4_4_X_2011-10-03-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-03-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-03-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_2011-10-05-1000	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-05-1000	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-05-1000	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_ONLINE_2011-10-07-0400	slc5_amd64_gcc434	V00-16-05-04
CMSSW_4_4_X_2011-10-07-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-07-1400	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-07-1400	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_ONLINE_2011-10-08-1600	slc5_amd64_gcc434	V00-16-05-04
CMSSW_4_4_X_2011-10-09-0200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_4_X_2011-10-09-0200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_4_X_2011-10-09-0200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_ONLINE_2011-10-09-0400	slc5_amd64_gcc434	V00-16-05-04
CMSSW_5_0_0_pre2	osx106_amd64_gcc421	V00-16-05-06
CMSSW_5_0_0_pre2	osx106_amd64_gcc461	V00-19-02
CMSSW_5_0_0_pre2	slc5_amd64_gcc434	V00-16-05-06
CMSSW_5_0_0_pre2	slc5_amd64_gcc451	V00-16-05-06
CMSSW_5_0_0_pre2	slc5_amd64_gcc461	V00-19-02
CMSSW_5_0_X_2011-10-09-1400	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-26-2200	osx106_amd64_gcc421	V00-16-05-06
CMSSW_4_2_X_2011-10-26-2200	slc5_amd64_gcc434	V00-16-05-06
CMSSW_4_2_X_2011-10-26-2200	slc5_amd64_gcc451	V00-16-05-06
CMSSW_4_2_X_2011-12-16-2200	osx106_amd64_gcc421	V00-16-05-12
CMSSW_4_2_X_2011-12-16-2200	slc5_amd64_gcc434	V00-16-05-12
CMSSW_4_2_X_2011-12-16-2200	slc5_amd64_gcc451	V00-16-05-12
CMSSW_4_4_X_2011-12-18-0200	osx106_amd64_gcc421	V00-16-05-12
CMSSW_4_4_X_2011-12-18-0200	slc5_amd64_gcc434	V00-16-05-12
CMSSW_4_4_X_2011-12-18-0200	slc5_amd64_gcc451	V00-16-05-12
CMSSW_6_0_X_2012-05-26-1400	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-05-26-1400	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-05-26-1400	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-05-26-1400	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-05-27-0200	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-05-27-0200	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-05-27-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-05-27-0200	slc6_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-05-28-1400	osx107_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-05-28-1400	slc5_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-05-28-1400	slc5_amd64_gcc470	V00-20-29
CMSSW_5_3_X_2012-05-28-1400	slc6_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-05-31-1200	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-05-31-1200	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-05-31-1200	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-05-31-1200	slc6_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-14-0200	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-10-0800	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-10-0800	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-10-0800	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-06-10-0800	slc6_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-06-12-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-14-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-14-0200	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-06-14-0200	slc6_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-27-1400	osx107_amd64_gcc462	V00-20-29
CMSSW_4_2_X_2011-11-16-1000	osx106_amd64_gcc421	V00-16-05-11
CMSSW_4_2_X_2011-11-16-1000	slc5_amd64_gcc434	V00-16-05-11
CMSSW_4_2_X_2011-11-16-1000	slc5_amd64_gcc451	V00-16-05-11
CMSSW_4_4_X_2011-12-31-0200	osx106_amd64_gcc421	V00-16-05-12
CMSSW_4_4_X_2011-12-31-0200	slc5_amd64_gcc434	V00-16-05-12
CMSSW_4_4_X_2011-12-31-0200	slc5_amd64_gcc451	V00-16-05-12
CMSSW_5_2_X_2012-01-22-1500	osx106_amd64_gcc461	V00-20-13
CMSSW_5_2_X_2012-01-22-1500	slc5_amd64_gcc461	V00-20-13
CMSSW_5_0_1	osx106_amd64_gcc421	V00-16-05-19
CMSSW_5_0_1	slc5_amd64_gcc434	V00-16-05-19
CMSSW_5_0_1	osx106_amd64_gcc461	V00-20-20
CMSSW_5_0_1	slc5_amd64_gcc461	V00-20-20
CMSSW_6_0_X_2012-06-06-1400	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-06-1400	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-06-1400	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-06-06-1400	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-04-1000	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-04-1000	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-04-1000	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-04-1000	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-19-1500	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-19-1500	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-19-1500	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-19-1500	slc6_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-21-0800	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-21-0800	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-21-0800	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-07-21-0800	slc6_amd64_gcc462	V00-20-29
CMSSW_6_1_X_2012-08-16-2200	osx107_amd64_gcc462	V00-20-33
CMSSW_6_1_X_2012-08-16-2200	slc5_amd64_gcc462	V00-20-33
CMSSW_6_1_X_2012-08-16-2200	slc5_amd64_gcc470	V00-20-33
CMSSW_6_1_X_2012-08-16-2200	slc6_amd64_gcc462	V00-20-33
CMSSW_6_1_X_2012-09-02-0200	osx107_amd64_gcc462	V00-20-33
CMSSW_6_1_X_2012-09-02-0200	slc5_amd64_gcc462	V00-20-33
CMSSW_6_1_X_2012-09-02-0200	slc5_amd64_gcc470	V00-20-33
CMSSW_6_1_X_2012-09-02-0200	slc6_amd64_gcc462	V00-20-33
CMSSW_5_0_X_2011-11-09-1400	osx106_amd64_gcc421	V00-16-05-08
CMSSW_5_0_X_2011-11-09-1400	osx106_amd64_gcc461	V00-19-06
CMSSW_5_0_X_2011-11-09-1400	slc5_amd64_gcc434	V00-16-05-08
CMSSW_5_0_X_2011-11-09-1400	slc5_amd64_gcc451	V00-16-05-08
CMSSW_5_0_X_2011-11-09-1400	slc5_amd64_gcc461	V00-19-06
CMSSW_5_3_X_2012-06-01-0200	osx107_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-06-01-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-06-01-0200	slc5_amd64_gcc470	V00-20-29
CMSSW_5_3_X_2012-06-01-0200	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-02-1700	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-02-1700	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-02-1700	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-02-1700	slc6_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-06-02-2100	slc5_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-06-17-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-26-1200	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-26-1200	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-26-1200	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-26-1200	slc6_amd64_gcc462	V00-20-29
CMSSW_4_2_SLHC_X_2012-07-10-0200	slc5_amd64_gcc434	V00-16-14
CMSSW_6_0_X_2012-07-11-1200	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-11-1200	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-11-1200	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-07-11-1200	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-12-0200	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-12-0200	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-12-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-12-0200	slc6_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-12-1100	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-12-1100	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-12-1100	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-07-12-1100	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-30-1400	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-30-1400	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-30-1400	slc5_amd64_gcc462	V00-20-29
CMSSW_4_2_X_2011-12-05-1000	osx106_amd64_gcc421	V00-16-05-12
CMSSW_4_2_X_2011-12-05-1000	slc5_amd64_gcc434	V00-16-05-12
CMSSW_4_2_X_2011-12-05-1000	slc5_amd64_gcc451	V00-16-05-12
CMSSW_4_2_X_2011-12-22-1000	osx106_amd64_gcc421	V00-16-05-12
CMSSW_4_2_X_2011-12-22-1000	slc5_amd64_gcc434	V00-16-05-12
CMSSW_4_2_X_2011-12-22-1000	slc5_amd64_gcc451	V00-16-05-12
CMSSW_5_0_X_2012-01-04-1400	osx106_amd64_gcc421	V00-16-05-12
CMSSW_5_0_X_2012-01-04-1400	osx106_amd64_gcc461	V00-20-09
CMSSW_5_0_X_2012-01-04-1400	slc5_amd64_gcc434	V00-16-05-12
CMSSW_5_0_X_2012-01-04-1400	slc5_amd64_gcc461	V00-20-09
CMSSW_4_4_X_2012-01-16-1400	osx106_amd64_gcc421	V00-16-05-12
CMSSW_4_4_X_2012-01-16-1400	slc5_amd64_gcc434	V00-16-05-12
CMSSW_4_4_X_2012-01-16-1400	slc5_amd64_gcc451	V00-16-05-12
CMSSW_4_4_X_2012-06-23-0200	osx106_amd64_gcc421	V00-16-14
CMSSW_4_4_X_2012-06-23-0200	slc5_amd64_gcc434	V00-16-14
CMSSW_5_2_0_pre1	osx106_amd64_gcc461	V00-20-13
CMSSW_5_2_0_pre1	slc5_amd64_gcc461	V00-20-13
CMSSW_5_2_X_2012-01-20-0200	osx106_amd64_gcc461	V00-20-13
CMSSW_5_2_X_2012-01-20-0200	slc5_amd64_gcc461	V00-20-13
CMSSW_4_4_X_2012-06-23-0200	slc5_amd64_gcc451	V00-16-14
CMSSW_6_0_X_2012-07-17-0200	osx107_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-06-11-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-17-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-17-0200	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-07-17-0200	slc6_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-07-26-0300	osx107_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-07-26-0300	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-29-0200	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-29-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-07-29-0200	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-07-29-0200	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-29-0200	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-29-0200	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-07-29-0200	slc6_amd64_gcc462	V00-20-29
CMSSW_5_3_X_2012-08-08-1100	osx107_amd64_gcc462	V00-20-31
CMSSW_5_3_X_2012-08-08-1100	slc5_amd64_gcc462	V00-20-31
CMSSW_4_2_X_2011-11-18-2200	osx106_amd64_gcc421	V00-16-05-11
CMSSW_4_2_X_2011-11-18-2200	slc5_amd64_gcc434	V00-16-05-11
CMSSW_4_2_X_2011-11-18-2200	slc5_amd64_gcc451	V00-16-05-11
CMSSW_6_0_X_2012-06-05-0900	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-05-0900	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-05-0900	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-06-05-0900	slc6_amd64_gcc462	V00-20-29
CMSSW_4_4_X_2012-06-09-0200	osx106_amd64_gcc421	V00-16-14
CMSSW_4_4_X_2012-06-09-0200	slc5_amd64_gcc434	V00-16-14
CMSSW_4_4_X_2012-06-09-0200	slc5_amd64_gcc451	V00-16-14
CMSSW_6_0_X_2012-06-10-2000	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-10-2000	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-10-2000	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-06-10-2000	slc6_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-12-0000	osx106_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-12-0000	osx107_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-12-0000	slc5_amd64_gcc462	V00-20-29
CMSSW_5_2_X_2012-06-12-0000	slc6_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-12-0800	osx107_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-12-0800	slc5_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-12-0800	slc5_amd64_gcc470	V00-20-29
CMSSW_6_0_X_2012-06-12-0800	slc6_amd64_gcc462	V00-20-29
CMSSW_6_0_X_2012-06-24-1000	slc5_amd64_gcc462	V00-20-29
